index,SHIPPING_LOCATION,DEPARTMENT,CATEGORY,SUBCATEGORY,BREADCRUMBS,SKU,PRODUCT_URL,PRODUCT_NAME,BRAND,PRICE_RETAIL,PRICE_CURRENT,PRODUCT_SIZE,PROMOTION,RunDate,tid
318919,66062,Frozen,Frozen Meals & Snacks,Shop all,Frozen/Frozen Meals & Snacks,173195766,https://www.walmart.com/ip/Great-Value-Cheese-Pepperoni-Mini-Pizza-Bagels-7-oz-9-Count/173195766?fulfillmentIntent=Pickup,"Great Value Cheese & Pepperoni Mini Pizza Bagels, 7 oz, 9 Count",Great Value,1.98,1.98,7,,2022-09-11 21:20:04,16482723
318920,66062,Frozen,Frozen Meals & Snacks,Shop all,Frozen/Frozen Meals & Snacks,10804843,https://www.walmart.com/ip/Stouffer-s-Cheddar-Potato-Bake-Frozen-Meal-10-oz/10804843?fulfillmentIntent=Pickup,Stouffer's Cheddar Potato Bake Frozen Meal 10 oz,Ezekiel 4:9,3.27,3.27,10,,2022-09-11 21:20:04,16482724
318921,66062,Frozen,Frozen Meals & Snacks,Shop all,Frozen/Frozen Meals & Snacks,137963254,https://www.walmart.com/ip/Healthy-Choice-Simply-Steamers-Creamy-Spinach-Tomato-Linguini-Frozen-Meal-9-oz/137963254?fulfillmentIntent=Pickup,"Healthy Choice Simply Steamers Creamy Spinach & Tomato Linguini Frozen Meal, 9 oz.",Healthy Choice,3.42,3.42,9,,2022-09-11 21:20:04,16482725
318922,66062,Frozen,Frozen Meals & Snacks,Shop all,Frozen/Frozen Meals & Snacks,10804761,https://www.walmart.com/ip/Stouffer-s-Roast-Turkey-Frozen-Meal-9-625-oz/10804761?fulfillmentIntent=Pickup,Stouffer's Roast Turkey Frozen Meal 9.625 oz,Stouffer's,3.48,3.48,9.625,,2022-09-11 21:20:04,16482726
318923,66062,Frozen,Frozen Meals & Snacks,Shop all,Frozen/Frozen Meals & Snacks,10813520,https://www.walmart.com/ip/Coles-Mozzarella-Filled-Garlic-Cheese-Sticks-14-oz/10813520?fulfillmentIntent=Pickup,"Coles Mozzarella Filled Garlic Cheese Sticks, 14 oz",Cole's Trout,2.9,2.9,14,,2022-09-11 21:20:04,16482727
318924,66062,Frozen,Frozen Meals & Snacks,Shop all,Frozen/Frozen Meals & Snacks,14562659,https://www.walmart.com/ip/Stouffer-s-Macaroni-and-Beef-Frozen-Meal-12-875-Ounce-12-875-oz/14562659?fulfillmentIntent=Pickup,"Stouffer's Macaroni and Beef Frozen Meal, 12.875 Ounce 12.875 oz",Stouffer's,3.48,3.48,12.875,,2022-09-11 21:20:04,16482728
318925,66062,Frozen,Frozen Meals & Snacks,Shop all,Frozen/Frozen Meals & Snacks,21312088,https://www.walmart.com/ip/Healthy-Choice-Caf-Steamers-Four-Cheese-Ravioli-Chicken-Marinara-Frozen-Meal-10-oz/21312088?fulfillmentIntent=Pickup,"Healthy Choice Caf Steamers Four Cheese Ravioli & Chicken Marinara Frozen Meal, 10 oz.",Healthy Choice,3.12,3.12,10,,2022-09-11 21:20:04,16482729
318926,66062,Frozen,Frozen Meals & Snacks,Shop all,Frozen/Frozen Meals & Snacks,10813506,https://www.walmart.com/ip/Healthy-Choice-Caf-Steamers-Barbecue-Steak-Potatoes-Frozen-Meal-9-5-oz/10813506?fulfillmentIntent=Pickup,"Healthy Choice Caf Steamers Barbecue Steak Potatoes Frozen Meal, 9.5 oz.",Healthy Choice,3.12,3.12,9.5,,2022-09-11 21:20:04,16482730
318927,66062,Frozen,Frozen Meals & Snacks,Shop all,Frozen/Frozen Meals & Snacks,857503098,https://www.walmart.com/ip/Marie-Callender-s-Roasted-Turkey-Breast-Stuffing-11-85-oz/857503098?fulfillmentIntent=Pickup,"Marie Callender's Roasted Turkey Breast & Stuffing, 11.85 oz",Marie Callender's,3.48,3.48,11.85,,2022-09-11 21:20:04,16482731
318928,66062,Frozen,Frozen Meals & Snacks,Shop all,Frozen/Frozen Meals & Snacks,47394250,https://www.walmart.com/ip/Banquet-Classic-Chicken-Strips-Frozen-Single-Serve-Meal-8-9-Ounce/47394250?fulfillmentIntent=Pickup,"Banquet Classic Chicken Strips Frozen Single Serve Meal, 8.9 Ounce",Homestyle Bakes,1.48,1.48,8.9,,2022-09-11 21:20:04,16482732
